Date,accept_signal,signal_direction,realized_holding_days,realized_gross_return,realized_net_return,label_exit_reason
2021-04-23,0,-1.0,7,0.00015468865190282344,-0.0010453113480971765,convergence
2021-04-27,0,-1.0,5,0.00023805297446966023,-0.0009619470255303397,convergence
2021-04-28,0,-1.0,4,0.0003252791075833983,-0.0008747208924166016,convergence
2021-04-29,0,-1.0,3,-1.9723786745196037e-05,-0.001219723786745196,convergence
2021-06-11,0,-1.0,6,2.605271406785903e-05,-0.0011739472859321409,convergence
2021-06-21,0,1.0,1,-0.0005468331897553469,-0.0017468331897553468,stop_loss
2021-06-23,0,1.0,2,5.7960673651713535e-05,-0.0011420393263482864,convergence
2021-07-07,0,1.0,1,-6.201314454035156e-05,-0.0012620131445403515,convergence
2021-07-21,0,-1.0,2,8.41470814521017e-05,-0.0011158529185478982,convergence
2021-08-13,0,1.0,4,2.5013054409939173e-06,-0.001197498694559006,convergence
2021-08-26,0,-1.0,2,0.00022370764287860112,-0.0009762923571213988,convergence
2021-09-01,0,-1.0,1,-1.2604886181932784e-05,-0.0012126048861819327,convergence
2021-09-08,0,-1.0,4,3.697049118667195e-05,-0.001163029508813328,convergence
2021-09-21,0,1.0,2,0.00012542683250060804,-0.0010745731674993919,convergence
2021-10-01,0,-1.0,6,0.00020769377006946144,-0.0009923062299305385,convergence
2021-10-05,0,1.0,4,-0.0002749825332912792,-0.001474982533291279,convergence
2021-10-13,0,1.0,3,6.784665426096126e-05,-0.0011321533457390386,convergence
2021-11-22,0,-1.0,3,0.0006704245008917198,-0.0005295754991082801,stop_loss
2021-11-29,0,1.0,1,0.00012881559756205974,-0.0010711844024379402,convergence
2021-12-20,0,-1.0,4,-9.517956075821843e-05,-0.0012951795607582183,convergence
2022-01-06,0,1.0,2,-0.0011136783292187147,-0.0023136783292187144,stop_loss
2022-01-11,0,1.0,2,-0.0002732849116240388,-0.0014732849116240387,convergence
2022-01-25,0,1.0,10,-8.01761721538341e-05,-0.001280176172153834,convergence
2022-02-07,0,-1.0,1,0.00014861652249464896,-0.001051383477505351,convergence
2022-02-24,0,1.0,4,3.978786016478608e-05,-0.0011602121398352138,convergence
2022-03-01,0,-1.0,1,0.00011227638254673877,-0.0010877236174532611,convergence
2022-03-22,0,1.0,10,-0.00041868217553364673,-0.0016186821755336466,horizon
2022-03-24,0,-1.0,10,5.006505964022523e-05,-0.0011499349403597747,convergence
2022-04-13,0,1.0,2,-2.2118048860875206e-05,-0.001222118048860875,convergence
2022-04-22,0,-1.0,7,-0.00028822374752213165,-0.0014882237475221315,convergence
2022-04-26,0,-1.0,5,-0.00012506216679408766,-0.0013250621667940876,convergence
2022-05-02,0,1.0,1,0.00030666419676705914,-0.0008933358032329408,convergence
2022-05-06,0,1.0,10,7.205897141382422e-05,-0.0011279410285861757,horizon
2022-05-13,0,1.0,10,7.574206142191287e-05,-0.001124257938578087,horizon
2022-05-26,0,-1.0,2,0.00018866450291898929,-0.0010113354970810106,convergence
