scenario_id,regime,spread_std,spread_max_abs_deviation,spread_autocorrelation_1,baseline_cumulative_net_pnl,baseline_sharpe,baseline_max_drawdown,ml_cumulative_net_pnl,ml_sharpe,ml_max_drawdown,ml_minus_baseline_pnl
1,calm,0.00015655029858805794,0.000453624228835902,-0.06471991167165632,-0.010063517327754734,-4.948293138929756,-0.010063517327754734,0.0,0.0,0.0,0.010063517327754734
2,high_volatility,0.00040221301418108204,0.001156857457644323,0.3146913666690326,-0.009504557663727181,-3.0928032504342124,-0.009504557663727181,0.0,0.0,0.0,0.009504557663727181
3,jump,0.0003788576231942126,0.0022884841944003907,0.1846021457461881,-0.009958297181896544,-3.6638410116277647,-0.010019195237485432,0.0,0.0,0.0,0.009958297181896544
4,weak_mean_reversion,0.0003444785272882795,0.0009672950924950085,0.6832688963970661,-0.00733333920394056,-2.800651625741041,-0.007342214650746883,0.0,0.0,0.0,0.00733333920394056
5,stress,0.0014902986871970156,0.0059900692224724465,0.8371098904417695,0.01225002532452036,2.3611869358127184,-0.002026137174677832,0.0,0.0,0.0,-0.01225002532452036
6,calm,0.00017122639508107744,0.0005594500154398205,-0.07092755974296341,-0.007217862586900285,-3.3320477257233865,-0.007217862586900285,0.0,0.0,0.0,0.007217862586900285
7,high_volatility,0.00037819332739613074,0.0010153510794119643,0.09135977038733863,-0.007447757211164142,-2.280565455631821,-0.007447757211164142,0.0,0.0,0.0,0.007447757211164142
8,jump,0.00032595687160645885,0.0012450851900906983,0.010218468927650276,-0.010543704692091968,-4.209785953673114,-0.010660726184398426,0.0,0.0,0.0,0.010543704692091968
9,weak_mean_reversion,0.0004165788115153035,0.0012191868730716668,0.7535522328711192,-0.009611545767437621,-3.6253683228858864,-0.009611545767437621,0.0,0.0,0.0,0.009611545767437621
10,stress,0.0012532027025701248,0.0033308192555698782,0.848500456229771,-0.009591414034947551,-2.758207925018595,-0.011260816946493647,0.0,0.0,0.0,0.009591414034947551
11,calm,0.00016395674310977983,0.0004524995173820023,0.13548955622772818,-0.0128250728133349,-6.309677202339776,-0.0128250728133349,0.0,0.0,0.0,0.0128250728133349
12,high_volatility,0.0003978334764327982,0.0019407095859933258,0.3689447038012017,-0.012147626520622297,-4.6263966645606365,-0.012147626520622297,0.0,0.0,0.0,0.012147626520622297
13,jump,0.0006838780128723768,0.003422910072705435,0.26055519570324187,-0.0036554339520764043,-0.8754645100282695,-0.005516328580252764,0.0,0.0,0.0,0.0036554339520764043
14,weak_mean_reversion,0.0004060710361664433,0.0009461504520406776,0.8218786633103214,-0.00791722147334112,-3.4816074132674557,-0.00791722147334112,0.0,0.0,0.0,0.00791722147334112
15,stress,0.0011772288838909166,0.0032229042402122606,0.825171853366382,-0.00558355416182902,-1.2665584798566882,-0.006606204214350268,0.0,0.0,0.0,0.00558355416182902
16,calm,0.000178274360860848,0.0006975061237219795,0.03927493801062824,-0.016498015563745378,-7.428434590640599,-0.016498015563745378,0.0,0.0,0.0,0.016498015563745378
17,high_volatility,0.00037380819823128544,0.000973783877834108,0.235371798314625,-0.010548237737557808,-3.821719025674158,-0.010548237737557808,0.0,0.0,0.0,0.010548237737557808
18,jump,0.0002732044837612713,0.0006634131568216498,0.2766421302418996,-0.009375916201570376,-3.8392450851676667,-0.00978261095680838,0.0,0.0,0.0,0.009375916201570376
19,weak_mean_reversion,0.00032523231794257353,0.0008003889545470902,0.6617264468224404,-0.010001928755601805,-4.266335495786435,-0.010001928755601805,0.0,0.0,0.0,0.010001928755601805
20,stress,0.0011713950258418924,0.0031166412601883607,0.806844269486204,-0.0025824918363832536,-0.640177810686784,-0.007532892275996534,0.0,0.0,0.0,0.0025824918363832536
21,calm,0.00018321507374495442,0.0006212193493946288,0.2652787072475569,-0.007940195871407764,-4.155761266314474,-0.007940195871407764,0.0,0.0,0.0,0.007940195871407764
22,high_volatility,0.00036919648784694374,0.000990704460555168,0.1580575560105279,-0.015875052425078875,-4.551401997410111,-0.015984772974354747,0.0,0.0,0.0,0.015875052425078875
23,jump,0.0004157419469378949,0.0021602882070609333,0.23239126751019445,-0.00412402772741926,-1.4339052329645827,-0.004436090911204155,0.0,0.0,0.0,0.00412402772741926
24,weak_mean_reversion,0.00028368974661523806,0.0007445921667939485,0.5974782979655843,-0.007538704653871951,-3.2519062749965904,-0.007655392182497699,0.0,0.0,0.0,0.007538704653871951
25,stress,0.0008604282932963497,0.0021460327373409556,0.7900058213957009,-0.0004963250191377815,-0.14828474165807753,-0.003126237875989619,0.0,0.0,0.0,0.0004963250191377815
26,calm,0.00019218344964849347,0.0006573125308161248,0.0796606726657354,-0.009856137550237365,-4.271934967166132,-0.009856137550237365,0.0,0.0,0.0,0.009856137550237365
27,high_volatility,0.00038480981199353037,0.001140102940758544,0.12776329206869913,-0.009168405096067186,-3.0193371129020834,-0.009406087266834815,0.0,0.0,0.0,0.009168405096067186
28,jump,0.0005346982900258842,0.0038302725634001065,0.24483361310281632,-0.002285432098661424,-0.7729989573726496,-0.004603947301761474,0.0,0.0,0.0,0.002285432098661424
29,weak_mean_reversion,0.0003636447810733428,0.0008708503182104916,0.6927138785037973,-0.005446340078154443,-2.6430348966210913,-0.0055536577390265076,0.0,0.0,0.0,0.005446340078154443
30,stress,0.0008650637589300408,0.0021986565780994223,0.8053799703037473,-0.004321404406481065,-1.1352542643894068,-0.005525958334193816,0.0,0.0,0.0,0.004321404406481065
