Date,asset_a_price,asset_b_price,alpha,hedge_ratio,spread,contemporaneous_zscore_for_outcomes,signal_zscore,abs_zscore,spread_change_lagged,spread_volatility,rolling_corr,spread_drawdown,half_life,deviation_persistence,regime_stress_proxy,asset_a,asset_b
2021-04-12,383.9425354003906,351.3420104980469,0.09072153562074714,0.9996944506998522,-0.00019772285883234986,-1.1439405201943582,-0.9276119619321809,0.9276119619321809,5.6158301848796555e-05,0.00018467363080310381,0.9998825256823128,-0.00040500488155892356,0.9458219329118075,0.0,0.7406380027739251,IVV,VOO
2021-04-13,385.0669555664063,352.2983093261719,0.09072153562074714,0.9996944506998522,9.2949695247313e-06,0.4569979717000565,-1.1439405201943582,1.1439405201943582,-3.778550119637458e-05,0.00018128250716904678,0.9998825268256313,-0.00044279038275529814,0.9659893358212687,1.0,0.7313701923076923,IVV,VOO
2021-04-14,383.78460693359375,351.1656188964844,0.09072153562074714,0.9996944506998522,-0.00010711747121749937,-0.3986328223732096,0.4569979717000565,0.4569979717000565,0.00020701782835708116,0.00017683833708226826,0.9998786664297206,-0.00023577255439821698,0.9515206630944454,0.0,0.7608058608058608,IVV,VOO
2021-04-15,387.9107666015625,354.93511962890625,0.09072153562074714,0.9996944506998522,-8.705096386840694e-05,-0.23758631866239666,-0.3986328223732096,0.3986328223732096,-0.00011641244074223067,0.00016745925708705866,0.999876990400733,-0.00035218499514044765,0.9576568581559206,0.0,0.7600057175528874,IVV,VOO
2021-04-16,389.2767639160156,356.17926025390625,0.09072153562074714,0.9996944506998522,-6.987898494070777e-05,-0.12199233874342093,-0.23758631866239666,0.23758631866239666,2.0066507349092433e-05,0.00016752163221904275,0.9998783738516881,-0.0003321184877913552,0.9641879133018728,0.0,0.7404100990375226,IVV,VOO
2021-04-19,387.3717346191406,354.4244384765625,0.09072153562074714,0.9996944506998522,-3.8197045157950527e-05,0.12869745159803483,-0.12199233874342093,0.12199233874342093,1.7171978927699172e-05,0.00016587478486168518,0.9998783733925056,-0.00031494650886365605,0.9799811525909516,0.0,0.7342047930283224,IVV,VOO
2021-04-20,384.5559387207031,351.8248596191406,0.09072153562074714,0.9996944506998522,2.57095230624671e-05,0.6195360988130445,0.12869745159803483,0.12869745159803483,3.168193978275724e-05,0.00016512303641733734,0.9998794213080177,-0.0002832645690808988,0.9838251555219056,0.0,0.6964499401675309,IVV,VOO
2021-04-21,388.15228271484375,355.130126953125,0.09072153562074714,0.9996944506998522,-1.3735421411809057e-05,0.34389751752092496,0.6195360988130445,0.6195360988130445,6.390656822041763e-05,0.0001656920576375083,0.9998827944024653,-0.00021935800086048118,0.9857513578032072,0.0,0.6642857142857143,IVV,VOO
2021-04-22,384.70452880859375,351.8711853027344,0.09072153562074714,0.9996944506998522,0.0002804051689428988,2.3859567314312167,0.34389751752092496,0.34389751752092496,-3.9444944474276156e-05,0.00012957544478720025,0.9998844130832933,-0.00025880294533475734,0.9987451891238863,0.0,0.5550691536607029,IVV,VOO
2021-04-23,388.7377624511719,355.6221923828125,0.09072153562074714,0.9996944506998522,0.00010929471847465067,1.0741852888161096,2.3859567314312167,2.3859567314312167,0.00029414059035470785,0.00011337085402682958,0.9998794903597689,0.0,1.0658254499977557,1.0,0.4365079365079365,IVV,VOO
2021-04-26,389.611328125,356.3926696777344,0.09072153562074714,0.9996944506998522,0.00019040212892917907,1.539926523600165,1.0741852888161096,1.0741852888161096,-0.00017111045046824813,0.00011933678934365282,0.9998668338288301,-0.00017111045046824813,1.135320816170926,2.0,0.583525275791005,IVV,VOO
2021-04-27,389.4905395507813,356.2813415527344,0.09072153562074714,0.9996944506998522,0.00019265904104148746,1.5607437317727282,1.539926523600165,1.539926523600165,8.11074104545284e-05,0.00011662400892810297,0.9998657362108788,-9.000304001371973e-05,1.1335129359700578,3.0,0.5700568990042674,IVV,VOO
2021-04-28,389.341796875,356.1141662597656,0.09072153562074714,0.9996944506998522,0.0002798851741552255,1.953510531901653,1.5607437317727282,1.5607437317727282,2.2569121123083846e-06,0.00011501722119701782,0.9998525447790502,-8.774612790141134e-05,1.0910092785640682,4.0,0.5350724637681159,IVV,VOO
2021-04-29,391.8044738769531,358.4910583496094,0.09072153562074714,0.9996944506998522,-6.511772017336881e-05,-0.3254281104123388,1.953510531901653,1.953510531901653,8.722613311373806e-05,0.00011494353328949476,0.9998451041549032,-5.199947876732836e-07,1.1823929989634088,5.0,0.5812159709618875,IVV,VOO
2021-04-30,389.2674560546875,356.1234741210937,0.09072153562074714,0.9996944506998522,6.279823763488679e-05,0.5087920661969488,-0.3254281104123388,0.3254281104123388,-0.0003450028943285943,0.00013825853577283418,0.9998294578953791,-0.0003455228891162676,1.1319945360582588,0.0,0.8097458097458097,IVV,VOO
