Date,SPY,IVV,VOO,QQQ,QQQM,GLD,IAU,IWM,VTWO,VTI,ITOT,AGG,BND
2020-10-13,323.7304077148437,324.0262145996094,296.3729248046875,284.6213073730469,116.80087280273438,177.72000122070312,36.09999847412109,151.8928680419922,60.80595016479492,165.14581298828125,73.3608169555664,98.92169952392578,73.4598159790039
2020-10-14,321.6962280273437,321.9974670410156,294.5208740234375,282.24395751953125,115.75877380371094,178.27000427246094,36.220001220703125,150.38975524902344,60.162628173828125,164.04788208007812,72.9078140258789,98.9803695678711,73.50150299072266
2020-10-15,321.29864501953125,321.60113525390625,294.17071533203125,280.3498840332031,114.92607879638672,178.9199981689453,36.36000061035156,151.93948364257812,60.80595016479492,164.10328674316406,72.88007354736328,98.89656829833984,73.4598159790039
2020-10-16,321.1045227050781,321.315185546875,293.92193603515625,278.8133239746094,114.3403778076172,178.3000030517578,36.220001220703125,151.5661163330078,60.69024658203125,163.80804443359375,72.78762817382812,98.8462142944336,73.40150451660156
2020-10-19,316.2226867675781,316.4924621582031,289.48077392578125,274.2616271972656,112.3623275756836,178.38999938964844,36.2599983215332,149.75497436523438,59.977500915527344,161.4646453857422,71.69669342041016,98.72885131835938,73.33480072021484
2020-10-20,317.48931884765625,317.7373352050781,290.6232604980469,274.8511657714844,112.78688049316406,179.25,36.43999862670898,150.0817108154297,60.07930374145508,162.02740478515625,71.90010070800781,98.64498901367188,73.20977783203125
2020-10-21,316.8883361816406,317.1195678710937,290.0981140136719,274.6385192871094,112.93163299560548,180.6000061035156,36.7400016784668,148.7933349609375,59.57946395874024,161.473876953125,71.742919921875,98.52761840820312,73.12644958496094
2020-10-22,318.6266174316406,318.9267578125,291.6921081542969,274.6287536621094,112.62286376953124,178.8300018310547,36.34000015258789,151.36070251464844,60.54214096069336,162.61785888671875,72.2236557006836,98.3515396118164,73.00147247314453
2020-10-23,319.7083435058594,319.9411315917969,292.6872253417969,275.1699523925781,112.8930206298828,178.63999938964844,36.31999969482422,152.23826599121094,60.930912017822266,163.1529998779297,72.49176788330078,98.49406433105467,73.09307861328125
2020-10-26,313.8002319335937,314.06719970703125,287.2969970703125,271.04351806640625,111.13692474365234,178.5500030517578,36.29999923706055,148.95208740234375,59.57484436035156,160.1914520263672,71.1512222290039,98.62822723388672,73.20144653320312
2020-10-27,312.7183837890625,312.99755859375,286.3478698730469,273.15985107421875,112.01498413085938,179.02000427246094,36.400001525878906,147.6730499267578,59.10738754272461,159.545654296875,70.8923568725586,98.85460662841795,73.3764877319336
2020-10-28,302.030029296875,302.3470153808594,276.4888610839844,262.5102844238281,107.7694091796875,176.1300048828125,35.779998779296875,143.1265411376953,57.288482666015625,154.2591094970703,68.56255340576172,98.7120590209961,73.27647399902344
2020-10-29,305.09979248046875,305.3623962402344,279.40045166015625,267.1006774902344,109.52555084228516,175.39999389648438,35.63999938964844,144.83499145507812,58.03826522827149,155.71682739257812,69.21897888183594,98.5359878540039,73.11812591552734
2020-10-30,301.9190673828125,302.1072998046875,276.2584533691406,260.3262634277344,106.96855926513672,176.1999969482422,35.779998779296875,142.92117309570312,57.23757553100586,154.06536865234375,68.46087646484375,98.26768493652344,72.99311065673828
2020-11-02,305.3031311035156,305.55596923828125,279.4741516113281,260.90606689453125,107.0071792602539,177.91000366210938,36.13999938964844,145.46983337402344,58.23727416992188,155.67068481445312,69.19123840332031,98.44572448730467,73.0941162109375
2020-11-03,310.6935119628906,311.01495361328125,284.4036560058594,265.4190979003906,109.4493179321289,178.9199981689453,36.34000015258789,149.59620666503906,59.958980560302734,158.659912109375,70.50406646728516,98.40374755859376,73.07740783691406
2020-11-04,317.6372375488281,317.8848876953125,290.8075866699219,277.26708984375,113.6552963256836,178.82000732421875,36.36000061035156,149.7642822265625,59.91733169555664,162.11965942382812,72.00177001953125,99.05885314941406,73.57836151123047
2020-11-05,323.83209228515625,324.1000061035156,296.5018920898437,284.4956970214844,116.67545318603516,182.92999267578125,37.15999984741211,153.95603942871094,61.68994903564453,165.46868896484375,73.51799011230469,99.15119934082033,73.6534652709961
2020-11-06,323.7581787109375,324.072265625,296.4650573730469,284.7082824707031,116.7526397705078,183.19000244140625,37.220001220703125,152.75169372558594,61.12531280517578,165.38565063476562,73.47176361083984,98.93284606933594,73.48649597167969
2020-11-09,327.8264465332031,328.1204528808594,300.159912109375,278.8905639648437,114.3403778076172,175.0800018310547,35.599998474121094,158.28781127929688,63.434818267822266,167.35084533691406,74.33157348632812,98.47091674804688,73.14421081542969
2020-11-10,327.34552001953125,327.6963195800781,299.7729797363281,273.8943176269531,112.23402404785156,175.66000366210938,35.70000076293945,161.22857666015625,64.4668960571289,167.0740509033203,74.28533935546875,98.31136322021484,73.00223541259766
2020-11-11,329.7772827148437,330.056884765625,301.88299560546875,280.02130126953125,114.92897033691406,174.89999389648438,35.540000915527344,161.16323852539062,64.55482482910156,168.4302978515625,74.7660903930664,98.3701400756836,73.05239868164062
2020-11-12,326.578125,326.9124450683594,299.0910949707031,278.7070007324219,114.26319885253906,175.9600067138672,35.779998779296875,158.68923950195312,63.45332336425781,166.76959228515625,74.10043334960938,98.78168487548828,73.29449462890625
2020-11-13,331.0994567871094,331.35711669921875,303.1545715332031,281.1518859863281,115.35354614257812,177.16000366210938,36.0,161.97547912597656,64.86031341552734,169.13143920898438,75.12667083740234,98.79849243164062,73.31953430175781
2020-11-16,335.2324523925781,335.4698181152344,306.8309936523437,283.3456420898437,115.85526275634766,177.14999389648438,36.0,165.8311309814453,66.38763427734375,171.19810485839844,76.1066665649414,98.79004669189452,73.36132049560547
2020-11-17,333.429443359375,333.7638854980469,305.3013916015625,282.4469299316406,115.84562683105467,176.5,35.880001068115234,166.60597229003906,66.77176666259766,170.81063842773438,75.90325164794922,98.9916000366211,73.48649597167969
2020-11-18,329.4166259765625,329.7434387207031,301.5973815917969,280.3594665527344,115.35157012939452,175.49000549316406,35.68000030517578,164.27200317382812,65.80448150634766,169.0022735595703,75.08968353271484,99.05885314941406,73.57003021240234
2020-11-19,330.8036193847656,331.08056640625,302.8596496582031,282.55322265625,115.91316986083984,175.16000366210938,35.619998931884766,165.53237915039062,66.3413314819336,169.9433135986328,75.5057144165039,99.24359893798828,73.72029876708984
2020-11-20,328.5382995605469,328.858154296875,300.8325500488281,280.6203918457031,115.19915008544922,175.69000244140625,35.7400016784668,165.70977783203125,66.2950668334961,169.04843139648438,75.10816955566406,99.3443603515625,73.78704833984375
2020-11-23,330.5077514648437,330.83154296875,302.6109619140625,280.6301574707031,115.1123046875,172.22999572753906,35.0,168.8092041015625,67.63726043701172,170.4323272705078,75.71837615966797,99.31917572021484,73.7286376953125
2020-11-24,335.83331298828125,336.1246032714844,307.51275634765625,284.5729675292969,116.79122924804688,169.58999633789062,34.47999954223633,171.9833984375,68.93778228759766,173.07093811035156,76.89250946044922,99.1847915649414,73.6534652709961
2020-11-25,335.3157043457031,335.6451110839844,307.0060729980469,286.3222045898437,117.4463882446289,169.50999450683594,34.459999084472656,171.3952178955078,68.6277084350586,173.00640869140625,76.84628295898438,99.15119934082033,73.62010192871094
2020-11-27,336.2494812011719,336.55792236328125,307.88140869140625,288.9602966308594,118.44120025634766,167.7899932861328,34.08000183105469,172.1234588623047,68.91001892089844,173.61529541015625,77.13287353515625,99.31917572021484,73.77875518798828
2020-11-30,334.76092529296875,335.0270690917969,306.4993591308594,289.5498962402344,118.69208526611328,166.6699981689453,33.900001525878906,168.99594116210938,67.74834442138672,172.24984741210938,76.67060852050781,99.45352935791016,73.8789291381836
2020-12-01,338.4223327636719,338.7156677246094,309.87158203125,293.2608642578125,120.34204864501952,170.17999267578125,34.58000183105469,170.56436157226562,68.22966003417969,174.43641662597656,77.48419189453125,99.13892364501952,73.65562438964844
2020-12-02,339.1341857910156,339.4349670410156,310.52587890625,293.6377868652344,120.45784759521484,171.4600067138672,34.84000015258789,170.74172973632812,68.40555572509766,174.58401489257812,77.58589935302734,99.02951049804688,73.53020477294922
2020-12-03,339.0417785644531,339.3704528808594,310.4336242675781,294.05322265625,120.63150787353516,172.80999755859375,35.119998931884766,171.70330810546875,68.8035659790039,174.93460083007812,77.7245864868164,99.19781494140624,73.67237854003906
2020-12-04,341.9635925292969,342.2842712402344,313.1058044433594,295.25164794921875,121.04641723632812,172.32000732421875,35.040000915527344,175.6990203857422,70.39105987548828,176.6875457763672,78.50116729736328,98.92857360839844,73.48006439208984
2020-12-07,341.2608337402344,341.6479797363281,312.5252685546875,296.9234619140625,121.41307067871094,174.88999938964844,35.540000915527344,175.86703491210938,70.36328887939453,176.4938507080078,78.43647766113281,99.08000946044922,73.58038330078125
2020-12-08,342.25946044921875,342.5977783203125,313.4282531738281,297.928466796875,122.16087341308594,175.5,35.65999984741211,178.12632751464844,71.34910583496094,177.2595672607422,78.76004791259766,99.0884246826172,73.60543060302734
2020-12-09,339.1897277832031,339.6009521484375,310.6456298828125,291.1830749511719,119.50257110595705,172.5,35.099998474121094,176.82862854003906,70.81221771240234,175.5158233642578,77.91873168945312,98.94539642333984,73.48006439208984
2020-12-10,339.0787658691406,339.41650390625,310.4981994628906,292.35235595703125,119.89820861816406,172.1699981689453,35.0,178.53709411621094,71.50183868408203,175.774169921875,78.06663513183594,99.18936157226562,73.63054656982422
2020-12-11,338.68115234375,338.9923400878906,310.1019287109375,291.7049560546875,119.61837768554688,172.49000549316406,35.08000183105469,177.65953063964844,71.1408462524414,175.4604949951172,77.9834213256836,99.29875946044922,73.74761962890625
2020-12-14,337.164794921875,337.45489501953125,308.6830139160156,293.8213806152344,120.5060806274414,171.5399932861328,34.880001068115234,177.86740112304688,71.23340606689453,174.96231079101562,77.74393463134766,99.23986053466795,73.7225341796875
2020-12-15,341.7230834960937,342.0487060546875,312.94921875,296.9621276855469,121.7990493774414,173.94000244140625,35.380001068115234,182.3157196044922,73.10784149169922,177.3610382080078,78.8393325805664,99.29875946044922,73.75598907470703
2020-12-16,342.25946044921875,342.59521484375,313.4282531738281,298.5953369140625,122.45518493652344,174.89999389648438,35.560001373291016,181.6602020263672,72.77460479736328,177.6101837158203,78.93213653564453,99.25667572021484,73.68070220947266
2020-12-17,344.17333984375,344.5030517578125,315.1329040527344,300.54742431640625,123.27535247802734,176.74000549316406,35.939998626708984,183.82351684570312,73.61597442626953,179.0032958984375,79.51696014404297,99.25247955322266,73.69745635986328
2020-12-18,342.799072265625,343.1415710449219,313.87060546875,299.6390686035156,122.95692443847656,176.44000244140625,35.86000061035156,182.93380737304688,73.11394500732422,178.49586486816406,79.33131408691406,99.20191955566406,73.67237854003906
2020-12-21,341.57342529296875,342.01171875,312.9030456542969,299.0784912109375,122.63410186767578,175.8800048828125,35.779998779296875,182.84019470214844,73.20226287841797,177.97918701171875,79.12708282470703,99.20191955566406,73.68070220947266
2020-12-22,340.9977111816406,341.3541259765625,312.2860107421875,299.8916931152344,122.97238159179688,174.49000549316406,35.52000045776367,184.9192047119141,74.07616424560547,178.01611328125,79.14566040039062,99.34512329101562,73.79776763916016
2020-12-23,341.3041381835937,341.65045166015625,312.53570556640625,298.38140869140625,122.41184997558594,175.64999389648438,35.720001220703125,186.49249267578125,74.72692108154297,178.32057189941406,79.22920989990234,99.2777328491211,73.71475219726562
2020-12-24,342.6319580078125,342.9748840332031,313.7846984863281,299.6980285644531,122.924072265625,176.35000610351562,35.84000015258789,186.3707275390625,74.67113494873047,178.61886596679688,79.39629364013672,99.37036895751952,73.8405990600586
2020-12-28,345.57537841796875,345.9572448730469,316.5140380859375,302.7186889648437,124.17076873779295,175.7100067138672,35.7400016784668,185.67774963378903,74.3829345703125,179.74896240234375,79.81402587890625,99.38721466064452,73.81539916992188
2020-12-29,344.9161071777344,345.2903137207031,315.84796142578125,302.9896850585937,124.31576538085938,176.35000610351562,35.81999969482422,182.0815887451172,72.88616180419922,178.9986572265625,79.51696014404297,99.40406799316406,73.8405990600586
2020-12-30,345.4082946777344,345.7442321777344,316.2735595703125,302.9993896484375,124.2191162109375,177.6999969482422,36.09999847412109,183.93588256835935,73.66710662841797,179.4803466796875,79.7118911743164,99.46300506591795,73.89095306396484
2020-12-31,347.16314697265625,347.6800231933594,317.9758605957031,303.7449035644531,124.58635711669922,178.36000061035156,36.2599983215332,183.6080780029297,73.5694808959961,180.3048095703125,80.03682708740234,99.53880310058594,73.99163055419922
2021-01-04,342.4369506835937,342.8915405273437,313.6644287109375,299.4559936523437,122.8177261352539,182.3300018310547,37.09999847412109,181.2106475830078,72.5003662109375,177.73883056640625,79.01570892333984,99.41249084472656,73.89095306396484
2021-01-05,344.79541015625,345.16070556640625,315.7276611328125,301.9248046875,123.79869079589844,182.8699951171875,37.18000030517578,184.0107879638672,73.67173767089844,179.17469787597656,79.60980987548828,99.31143951416016,73.76508331298828
2021-01-06,346.8567810058594,347.2445983886719,317.642822265625,297.74237060546875,122.0929183959961,179.89999389648438,36.59999847412109,191.54019165039065,76.72569274902344,180.7864990234375,80.33387756347656,98.8229751586914,73.43787384033203
2021-01-07,352.0102233886719,352.385009765625,322.38897705078125,304.94537353515625,125.11792755126952,179.47999572753906,36.47999954223633,194.9490203857422,78.11556243896484,183.6860198974609,81.55918884277344,98.72190856933594,73.28683471679688
2021-01-08,354.0158996582031,354.394775390625,324.2023620605469,308.8663330078125,126.7415542602539,173.33999633789062,35.2599983215332,194.5275421142578,77.93429565429688,184.5752716064453,81.9490737915039,98.60398864746094,73.21973419189453
2021-01-11,351.62945556640625,352.0793151855469,322.0836486816406,304.4032592773437,124.84729766845705,173.0,35.15999984741211,194.3590087890625,77.80411529541016,183.47293090820312,81.51277160644531,98.4439697265625,73.14421081542969
2021-01-12,351.70379638671875,352.1348571777344,322.1114196777344,303.9191589355469,124.80866241455078,174.1199951171875,35.36000061035156,197.84274291992188,79.26836395263672,184.121337890625,81.75411987304688,98.52814483642578,73.12743377685547
2021-01-13,352.6509094238281,353.0240478515625,322.9163513183594,305.9716491699219,125.48518371582033,173.3699951171875,35.2400016784668,196.42864990234372,78.7012710571289,184.32516479492188,81.82840728759766,98.83979034423828,73.3204116821289
2021-01-14,351.41583251953125,351.8013916015625,321.8246459960937,304.3355712890625,124.80866241455078,173.27999877929688,35.220001220703125,200.35255432128903,80.22591400146484,184.1491851806641,81.81909942626953,98.64608001708984,73.22811889648438
2021-01-15,348.8531799316406,349.2637023925781,319.5301513671875,301.9248046875,123.80354309082033,171.1300048828125,34.79999923706055,197.3651123046875,79.0126953125,182.546630859375,81.13217163085938,98.74712371826172,73.28683471679688
2021-01-19,351.5923156738281,351.9959411621094,322.05596923828125,306.329833984375,125.66881561279295,172.5800018310547,35.099998474121094,199.89370727539065,80.0539321899414,184.21397399902344,81.81909942626953,98.8818817138672,73.38753509521484
2021-01-20,356.4580078125,356.8398742675781,326.4320068359375,313.455322265625,128.6068572998047,175.38999938964844,35.65999984741211,200.77398681640625,80.48159790039062,186.5391845703125,82.8309555053711,98.89031982421876,73.3791732788086
2021-01-21,356.7828369140625,357.1546936035156,326.7372741699219,315.9628295898437,129.650634765625,175.27999877929688,35.63999938964844,199.03207397460935,79.76107788085938,186.40020751953125,82.7567138671875,98.74712371826172,73.27845001220703
2021-01-22,355.52008056640625,355.94146728515625,325.5716247558594,315.05279541015625,129.2930145263672,173.89999389648438,35.380001068115234,201.34524536132807,80.7000503540039,186.0945281982422,82.66385650634766,98.74712371826172,73.31202697753906
