entry_date,entry_spread,entry_zscore,direction,holding_days,exit_date,exit_spread,exit_reason,gross_pnl,cost,net_pnl
2023-12-12,0.03730346235436155,1.8235273658140874,-1.0,7,2023-12-21,0.01926591726492033,convergence,0.01803754508944122,0.0012,0.01683754508944122
2024-01-08,0.04616845590415908,2.220083619643872,-1.0,2,2024-01-10,0.056879228269406834,stop_loss,-0.010710772365247756,0.0012,-0.011910772365247756
2024-01-11,0.0537337158683413,2.924004020075121,-1.0,9,2024-01-25,0.04097901905812984,convergence,0.012754696810211463,0.0012,0.011554696810211464
2024-02-09,0.043021901942036145,-1.6801269336724827,1.0,1,2024-02-12,0.033081548135048156,convergence,-0.00994035380698799,0.0012,-0.011140353806987989
2024-02-22,0.06692644051961816,2.057056260628346,-1.0,20,2024-03-21,0.04090589695777247,max_holding,0.026020543561845688,0.0012,0.02482054356184569
2024-04-05,0.03860365030197155,-1.7465356051742442,1.0,14,2024-04-25,0.044559142072917446,convergence,0.005955491770945898,0.0012,0.004755491770945898
2024-04-30,0.04813253047074495,1.6147313844670355,-1.0,13,2024-05-17,0.043527791789610415,convergence,0.004604738681134535,0.0012,0.003404738681134535
2024-05-30,0.07353107035528517,1.6526473961648902,-1.0,20,2024-06-28,0.1258546318343603,max_holding,-0.05232356147907513,0.0012,-0.05352356147907513
2024-07-17,0.1291215223095774,1.6269063193245588,-1.0,20,2024-08-14,0.16378977421029095,max_holding,-0.03466825190071354,0.0012,-0.03586825190071354
2024-08-19,0.16915786967055135,1.7354983388437644,-1.0,18,2024-09-13,0.190995899743009,convergence,-0.02183803007245766,0.0012,-0.02303803007245766
2024-09-23,0.21670922628433065,1.845872734051981,-1.0,20,2024-10-21,0.17259458057395838,max_holding,0.04411464571037227,0.0012,0.04291464571037227
2024-10-22,0.17518449343993492,-1.5209096088273366,1.0,20,2024-11-19,0.14662708604303987,max_holding,-0.02855740739689505,0.0012,-0.02975740739689505
2024-12-13,0.15100500664132976,1.711734467945419,-1.0,20,2025-01-15,0.19102332422831036,max_holding,-0.0400183175869806,0.0012,-0.0412183175869806
2025-01-16,0.19022198384026812,1.7345312477331585,-1.0,5,2025-01-24,0.1725683042382511,convergence,0.017653679602017025,0.0012,0.016453679602017025
2025-01-31,0.19004592954536914,1.6682789454587452,-1.0,8,2025-02-12,0.30136821931693714,stop_loss,-0.111322289771568,0.0012,-0.112522289771568
2025-02-13,0.3099095845353217,3.4476914691101235,-1.0,1,2025-02-14,0.3066461643317471,stop_loss,0.0032634202035746185,0.0012,0.002063420203574619
2025-02-18,0.3057646152541915,2.508276224615229,-1.0,20,2025-03-18,0.28806982968677053,max_holding,0.01769478556742099,0.0012,0.01649478556742099
2025-04-01,0.32011106000154976,2.3017972672289395,-1.0,20,2025-04-30,0.39942415271974596,max_holding,-0.0793130927181962,0.0012,-0.0805130927181962
2025-05-01,0.392569077456149,1.6213952875101043,-1.0,20,2025-05-30,0.4150716247168016,max_holding,-0.022502547260652594,0.0012,-0.023702547260652594
2025-06-20,0.3810896439571807,-1.5836327868008735,1.0,19,2025-07-18,0.32201498692237296,stop_loss,-0.05907465703480774,0.0012,-0.06027465703480774
2025-07-21,0.3328012458990748,-2.5609139520516533,1.0,20,2025-08-18,0.2811780157193411,max_holding,-0.05162323017973369,0.0012,-0.05282323017973369
2025-08-19,0.2833085263718109,-1.8398236833922244,1.0,20,2025-09-17,0.29170281561506917,max_holding,0.008394289243258246,0.0012,0.007194289243258246
2025-10-03,0.2821241151365319,-1.5939961905131907,1.0,1,2025-10-06,0.28528249075260215,convergence,0.0031583756160702414,0.0012,0.0019583756160702417
2025-10-08,0.2899503998537778,1.580651409288313,-1.0,3,2025-10-13,0.2507772621523139,stop_loss,0.03917313770146391,0.0012,0.03797313770146391
2025-10-14,0.248878157541355,-2.8732473595135675,1.0,20,2025-11-11,0.3386343957743243,max_holding,0.0897562382329693,0.0012,0.08855623823296929
2025-11-12,0.3406072647252687,2.0851066889395007,-1.0,14,2025-12-03,0.3200253610005821,convergence,0.0205819037246866,0.0012,0.0193819037246866
2025-12-12,0.2967809825300156,-2.084822175840922,1.0,8,2025-12-24,0.3241433282416297,convergence,0.02736234571161411,0.0012,0.02616234571161411
2026-01-12,0.3414938831521712,2.2336629742026703,-1.0,4,2026-01-16,0.3162626411648013,convergence,0.025231241987369923,0.0012,0.024031241987369924
2026-01-23,0.35877283243398983,1.719745923099437,-1.0,8,2026-02-04,0.3198655482094557,convergence,0.038907284224534155,0.0012,0.037707284224534156
2026-02-11,0.32337352842988176,-1.6748618053764137,1.0,15,2026-03-05,0.33942518230432706,convergence,0.016051653874445293,0.0012,0.014851653874445293
2026-03-17,0.36582675023051214,1.6182483097292455,-1.0,11,2026-04-01,0.35470915102909517,convergence,0.011117599201416972,0.0012,0.009917599201416973
2026-04-09,0.36907287056862526,2.157399943069881,-1.0,3,2026-04-14,0.3474659517688572,convergence,0.02160691879976806,0.0012,0.02040691879976806
2026-04-17,0.3365579632249345,-2.7681707646829325,1.0,5,2026-04-24,0.3583102310165458,convergence,0.021752267791611324,0.0012,0.020552267791611324
2026-04-29,0.3878050540541884,2.133481603308792,-1.0,20,2026-05-28,0.449349533549134,max_holding,-0.06154447949494557,0.0012,-0.06274447949494558
2026-06-11,0.4804545502156361,1.929842114129094,-1.0,11,2026-06-29,0.5136286021438492,end_of_sample,-0.0331740519282131,0.0012,-0.0343740519282131
