entry_date,entry_spread,entry_zscore,direction,holding_days,exit_date,exit_spread,exit_reason,gross_pnl,cost,net_pnl
2024-01-08,0.046168455904187056,2.220083619643974,-1.0,2,2024-01-10,0.05687922826943481,stop_loss,-0.010710772365247756,0.0012,-0.011910772365247756
2024-01-11,0.05373371586836928,2.92400402007518,-1.0,9,2024-01-25,0.04097901905815782,convergence,0.012754696810211463,0.0012,0.011554696810211464
2024-02-09,0.04302190194206412,-1.680126933672505,1.0,1,2024-02-12,0.03308154813507613,convergence,-0.00994035380698799,0.0012,-0.011140353806987989
2024-02-22,0.06692644051964614,2.057056260628386,-1.0,20,2024-03-21,0.04090589695780045,max_holding,0.026020543561845688,0.0012,0.02482054356184569
2024-04-05,0.03860365030199997,-1.7465356051742813,1.0,14,2024-04-25,0.04455914207294587,convergence,0.005955491770945898,0.0012,0.004755491770945898
2024-04-30,0.04813253047077337,1.6147313844670543,-1.0,13,2024-05-17,0.04352779178963928,convergence,0.004604738681134091,0.0012,0.003404738681134091
2024-05-30,0.07353107035531359,1.65264739616488,-1.0,20,2024-06-28,0.12585463183438828,max_holding,-0.05232356147907469,0.0012,-0.05352356147907469
2024-07-17,0.12912152230960539,1.6269063193245756,-1.0,20,2024-08-14,0.16378977421031937,max_holding,-0.03466825190071399,0.0012,-0.035868251900713986
2024-08-19,0.16915786967057933,1.7354983388437635,-1.0,18,2024-09-13,0.19099589974303743,convergence,-0.021838030072458103,0.0012,-0.023038030072458103
2024-09-23,0.21670922628435907,1.8458727340519867,-1.0,20,2024-10-21,0.1725945805739868,max_holding,0.04411464571037227,0.0012,0.04291464571037227
2024-10-22,0.1751844934399629,-1.5209096088273537,1.0,20,2024-11-19,0.1466270860430674,max_holding,-0.028557407396895496,0.0012,-0.029757407396895495
2024-12-13,0.15100500664135774,1.7117344679455968,-1.0,20,2025-01-15,0.1910233242283379,max_holding,-0.04001831758698016,0.0012,-0.041218317586980156
2025-01-16,0.19022198384029565,1.7345312477332624,-1.0,5,2025-01-24,0.17256830423827818,convergence,0.01765367960201747,0.0012,0.01645367960201747
2025-01-31,0.19004592954539667,1.6682789454589426,-1.0,8,2025-02-12,0.3013682193169642,stop_loss,-0.11132228977156755,0.0012,-0.11252228977156756
2025-02-18,0.3057646152542186,2.5082762246152495,-1.0,20,2025-03-18,0.28806982968679806,max_holding,0.017694785567420546,0.0012,0.016494785567420546
2025-04-01,0.3201110600015773,2.301797267229386,-1.0,20,2025-04-30,0.3994241527197726,max_holding,-0.07931309271819531,0.0012,-0.08051309271819532
2025-05-01,0.3925690774561761,1.6213952875101194,-1.0,20,2025-05-30,0.41507162471682824,max_holding,-0.02250254726065215,0.0012,-0.02370254726065215
2025-06-20,0.3810896439572078,-1.5836327868012225,1.0,19,2025-07-18,0.32201498692240005,stop_loss,-0.05907465703480774,0.0012,-0.06027465703480774
2025-07-21,0.33280124589910187,-2.5609139520517794,1.0,20,2025-08-18,0.2811780157193686,max_holding,-0.05162323017973325,0.0012,-0.05282323017973325
2025-08-19,0.2833085263718389,-1.8398236833922745,1.0,20,2025-09-17,0.2917028156150967,max_holding,0.008394289243257802,0.0012,0.007194289243257802
2025-10-03,0.28212411513655944,-1.59399619051355,1.0,1,2025-10-06,0.28528249075262924,convergence,0.0031583756160697973,0.0012,0.0019583756160697977
2025-10-08,0.2899503998538049,1.5806514092889257,-1.0,3,2025-10-13,0.2507772621523414,stop_loss,0.03917313770146347,0.0012,0.03797313770146347
2025-10-14,0.24887815754138254,-2.873247359513845,1.0,20,2025-11-11,0.33863439577435184,max_holding,0.0897562382329693,0.0012,0.08855623823296929
2025-11-12,0.3406072647252958,2.085106688939542,-1.0,14,2025-12-03,0.32002536100060963,convergence,0.020581903724686157,0.0012,0.019381903724686157
2025-12-12,0.2967809825300436,-2.0848221758410137,1.0,8,2025-12-24,0.3241433282416568,convergence,0.027362345711613223,0.0012,0.026162345711613223
2026-01-13,0.3414122363398464,1.7306732225597694,-1.0,3,2026-01-16,0.31626264116482883,convergence,0.02514959517501758,0.0012,0.02394959517501758
2026-01-23,0.35877283243401736,1.7197459230995475,-1.0,8,2026-02-04,0.31986554820948365,convergence,0.03890728422453371,0.0012,0.03770728422453371
2026-02-11,0.3233735284299102,-1.6748618053765103,1.0,15,2026-03-05,0.33942518230435503,convergence,0.01605165387444485,0.0012,0.01485165387444485
2026-03-17,0.3658267502305401,1.6182483097293767,-1.0,11,2026-04-01,0.35470915102912315,convergence,0.011117599201416972,0.0012,0.009917599201416973
2026-04-20,0.33617473718168833,-1.639029099596375,1.0,4,2026-04-24,0.3583102310165738,convergence,0.022135493834885445,0.0012,0.020935493834885445
2026-05-05,0.38398701669087254,1.8694890428433903,-1.0,20,2026-06-03,0.4469744336854271,max_holding,-0.06298741699455457,0.0012,-0.06418741699455457
2026-06-11,0.48045455021566363,1.9298421141291426,-1.0,11,2026-06-29,0.5136286021438767,end_of_sample,-0.0331740519282131,0.0012,-0.0343740519282131
