Date,asset_a_price,asset_b_price,alpha,hedge_ratio,spread,contemporaneous_zscore_for_outcomes,signal_zscore,abs_zscore,spread_change_lagged,spread_volatility,rolling_corr,spread_drawdown,half_life,deviation_persistence,regime_stress_proxy,asset_a,asset_b
2018-06-28,34.02772521972656,84.83674621582031,0.4142259182193232,0.7069425792773001,-0.026390533712529862,-1.658147522484542,-2.2318481952312483,2.2318481952312483,-0.007456423822112868,0.005454452877333209,0.6777513976745752,-0.05667788373601246,16.17119879201478,11.0,0.7038834951456311,KO,PEP
2018-06-29,34.33300018310547,84.98506164550781,0.4142259182193232,0.7069425792773001,-0.018694007414747915,-1.1093321547010615,-1.658147522484542,1.658147522484542,0.00657258600381061,0.00572595934839991,0.6564533176114886,-0.05010529773220185,15.694513175107488,12.0,0.7644230769230769,KO,PEP
2018-07-02,34.24690246582031,85.50028228759766,0.4142259182193232,0.7069425792773001,-0.025477771365701063,-1.416169128267297,-1.1093321547010615,1.1093321547010615,0.007696526297781947,0.006018003827609009,0.6519044792629373,-0.0424087714344199,15.585542890628345,13.0,0.7904761904761906,KO,PEP
2018-07-03,34.43476104736328,84.93041229248047,0.4142259182193232,0.7069425792773001,-0.015279710556936,-0.7511775343974723,-1.416169128267297,1.416169128267297,-0.006783763950953148,0.005545028551419911,0.6380883415215806,-0.04919253538537305,15.730033958129056,14.0,0.7452830188679245,KO,PEP
2018-07-05,34.959228515625,85.51588439941406,0.4142259182193232,0.7069425792773001,-0.005020401397887397,-0.12019075179176719,-0.7511775343974723,0.7511775343974723,0.010198060808765064,0.005943897627745803,0.6269841596643068,-0.038994474576607985,15.25669045248523,0.0,0.7897196261682242,KO,PEP
2018-07-06,34.94357681274414,85.52367401123047,0.4142259182193232,0.7069425792773001,-0.005532606920996663,-0.13615503447011246,-0.12019075179176719,0.12019075179176719,0.010259309159048602,0.0063828980409463875,0.6278750857433057,-0.028735165417559383,15.083168204165737,0.0,0.7935729847494554,KO,PEP
2018-07-09,34.755714416503906,84.11857604980469,0.4142259182193232,0.7069425792773001,0.0007877974928742759,0.24738282633667755,-0.13615503447011246,0.13615503447011246,-0.0005122055231092659,0.006372788320119034,0.6295601356023435,-0.02924737094066865,15.432425304528765,0.0,0.7836723839914905,KO,PEP
2018-07-10,35.201904296875,88.12312316894531,0.4142259182193232,0.7069425792773001,-0.019334184754264516,-0.9105285182146005,0.24738282633667755,0.24738282633667755,0.006320404413870939,0.006532102957614594,0.6331548533476743,-0.02292696652679771,15.662037498229836,0.0,0.7876623376623377,KO,PEP
2018-07-11,35.06099319458008,87.84990692138672,0.4142259182193232,0.7069425792773001,-0.02114995367374295,-0.9571823743930684,-0.9105285182146005,0.9105285182146005,-0.020121982247138792,0.007769804539005858,0.632129403235941,-0.0430489487739365,14.118637459533623,0.0,0.8302245907879711,KO,PEP
2018-07-12,34.967071533203125,87.06148529052734,0.4142259182193232,0.7069425792773001,-0.01745915640942819,-0.6899695539600498,-0.9571823743930684,0.9571823743930684,-0.0018157689194784332,0.007768833911128671,0.6317061812127588,-0.044864717693414935,14.14024667525038,0.0,0.8273809523809523,KO,PEP
2018-07-13,35.02186584472656,87.96701049804688,0.4142259182193232,0.7069425792773001,-0.02320828047787815,-0.9634302773520896,-0.6899695539600498,0.6899695539600498,0.00369079726431476,0.0075826897243818055,0.6446317641073257,-0.041173920429100175,13.852547902274097,0.0,0.7883379803612559,KO,PEP
