date,spread,signal_zscore,scenario_id,regime
2030-06-24,-0.01877747593058654,-0.734032167037013,1,calm
2030-06-25,-0.03091088147213439,-1.2605637452155536,1,calm
2030-06-26,-0.014585170036959472,-2.2320343077182407,1,calm
2030-06-27,-0.022030543824478332,-0.6224240778403684,1,calm
2030-06-28,-0.00029766330442937416,-1.257286675416511,1,calm
2030-07-01,-0.0028091621264993982,0.8829344985601785,1,calm
2030-07-02,0.009934981421167777,0.6317368195921215,1,calm
2030-07-03,0.00806728087726638,1.7888705586433764,1,calm
2030-07-04,0.011172466892632293,1.54979260451575,1,calm
2030-07-05,0.01008248907388909,1.7577167535721525,1,calm
2030-07-08,0.008262701848474663,1.6084027933589435,1,calm
2030-07-09,0.009895107511919576,1.351501094067214,1,calm
2030-07-10,0.013222584446813901,1.3811811838048453,1,calm
2030-07-11,0.014179051933258524,1.535442329060134,1,calm
2030-07-12,0.014371305339796692,1.488869567441334,1,calm
2030-07-15,0.008945164043381748,1.393643541350096,1,calm
2030-07-16,0.008173761183875694,0.9191373302880326,1,calm
2030-07-17,0.019526846789851504,0.8071415924455099,1,calm
2030-07-18,0.01367540616816898,1.534932562186372,1,calm
2030-07-19,0.015387062810116703,1.0414401009601373,1,calm
2030-07-22,0.023796240036768168,1.0889650753280589,1,calm
2030-07-23,0.02685014031682398,1.5475631702007104,1,calm
2030-07-24,0.033071442717814925,1.6096810147849836,1,calm
2030-07-25,0.024375541510422316,1.860211835752481,1,calm
2030-07-26,0.025847169307862128,1.2524441737940988,1,calm
2030-07-29,0.023255141008903912,1.2495342445262783,1,calm
2030-07-30,0.021017004138229378,1.0314624729126598,1,calm
2030-07-31,0.03132160285773322,0.8454653079373545,1,calm
2030-08-01,0.02899814938042411,1.3566125769986566,1,calm
2030-08-02,0.030591953867410204,1.183805585328393,1,calm
2030-08-05,0.01727279925671077,1.2059071294697314,1,calm
2030-08-06,0.0295218858476316,0.308967178862298,1,calm
2030-08-07,0.035217687974935075,1.163704674561074,1,calm
2030-08-08,0.034071983757760105,1.5666584637153234,1,calm
2030-08-09,0.030974791069276364,1.5632332614563031,1,calm
2030-08-12,0.0345980411893847,1.1969293932930847,1,calm
2030-08-13,0.04244347469071297,1.5217876566691706,1,calm
2030-08-14,0.054204469832638935,2.11946560215734,1,calm
2030-08-15,0.059044098279477986,2.7937861136625517,1,calm
2030-08-16,0.05824919011606333,2.718463359531733,1,calm
2030-08-19,0.06416203485759242,2.333479348256441,1,calm
2030-08-20,0.06843033041683366,2.422720060834302,1,calm
2030-08-21,0.0674365084065971,2.377244271142235,1,calm
2030-08-22,0.07139755323680896,2.07336408343374,1,calm
2030-08-23,0.075117269102845,2.0646559638093303,1,calm
2030-08-26,0.07296657876641222,2.03825124302545,1,calm
2030-08-27,0.06759744585069338,1.775197454728631,1,calm
2030-08-28,0.07073334913631424,1.4099300420915404,1,calm
2030-08-29,0.06182813100308193,1.4555623430741214,1,calm
2030-08-30,0.051668268254797756,0.9466873022831698,1,calm
2030-09-02,0.0528302869357149,0.3776149165241726,1,calm
2030-09-03,0.05611455697501766,0.39515073497106606,1,calm
2030-09-04,0.05711374725999274,0.5264405156836246,1,calm
2030-09-05,0.0588824240031558,0.539556820502452,1,calm
2030-09-06,0.042658524464708414,0.5862689439357639,1,calm
2030-09-09,0.04605921905313526,-0.3645876125258089,1,calm
2030-09-10,0.05579095394451983,-0.22089901251210298,1,calm
2030-09-11,0.06072699345719368,0.3077048712978531,1,calm
2030-09-12,0.0653059271802463,0.5691306900916103,1,calm
2030-09-13,0.0655649788583701,0.8080593940503665,1,calm
2030-09-16,0.06608925186137293,0.7704194900730476,1,calm
2030-09-17,0.06357286082293001,0.7786044020136995,1,calm
2030-09-18,0.06496446506234621,0.536185625515127,1,calm
2030-09-19,0.05587388905240598,0.5993864145675045,1,calm
2030-09-20,0.06540834764190473,-0.26818310216775315,1,calm
2030-09-23,0.0580192273197806,0.583822185000525,1,calm
2030-09-24,0.06288548624142987,-0.32356528297292914,1,calm
2030-09-25,0.07114549216528898,0.20432279809622525,1,calm
2030-09-26,0.07567595921047099,1.2200172660481343,1,calm
2030-09-27,0.09086362766579903,1.6645631413291255,1,calm
2030-09-30,0.0742995978772214,2.910720176408939,1,calm
2030-10-01,0.06933723111399503,1.0859915089696413,1,calm
2030-10-02,0.0773006780072194,0.5636750878593664,1,calm
2030-10-03,0.06651266264709754,1.3211759503136886,1,calm
2030-10-04,0.059300574302220355,0.2467167549436172,1,calm
2030-10-07,0.06181564610506873,-0.44432439666271245,1,calm
2030-10-08,0.05023433383211273,-0.14625209283247512,1,calm
2030-10-09,0.049563971477248,-1.277685914629246,1,calm
2030-10-10,0.051844763887125556,-1.2542536193795313,1,calm
2030-10-11,0.051743354835014355,-0.9725554743111047,1,calm
2030-10-14,0.052303585218220316,-0.9831780230867582,1,calm
2030-10-15,0.04608313750196569,-0.9239896047938232,1,calm
2030-10-16,0.0465451172081468,-1.4619053669316358,1,calm
2030-10-17,0.04271691089105856,-1.3432597668174493,1,calm
2030-10-18,0.03990802521862147,-1.5798008710218299,1,calm
2030-10-21,0.04510422919818691,-1.798363461884767,1,calm
2030-10-22,0.034769448247141455,-1.3312931268656527,1,calm
2030-10-23,0.01716903472441178,-2.025255694055091,1,calm
2030-10-24,0.022334425552453574,-2.842937830659106,1,calm
2030-10-25,0.023377655321121793,-2.1881566457428008,1,calm
2030-10-28,0.03258315770542364,-1.9104504279700558,1,calm
2030-10-29,0.02636984210726645,-1.2644373886410991,1,calm
2030-10-30,0.025171579426653157,-1.5027663304235033,1,calm
2030-10-31,0.025380586475852507,-1.4519432365018128,1,calm
2030-11-01,0.020609812391314097,-1.342102456513491,1,calm
2030-11-04,0.013825867511470857,-1.475147573531116,1,calm
2030-11-05,0.019464439357122387,-1.6706770431556837,1,calm
2030-11-06,0.00912819178217017,-1.293991145754057,1,calm
2030-11-07,0.0015173094251710317,-1.6561098347626506,1,calm
2030-11-08,0.0006804824827990608,-1.856857235481212,1,calm
2030-11-11,0.007540412010442754,-1.82480485732303,1,calm
2030-11-12,0.0036391544525584685,-1.4127184170757912,1,calm
2030-11-13,-0.0010401495587415432,-1.5065522412041668,1,calm
2030-11-14,-0.002236597710615129,-1.6656737982486536,1,calm
2030-11-15,0.0005897422478828851,-1.6267644045382705,1,calm
2030-11-18,-0.001758692021160968,-1.3918535307195685,1,calm
2030-11-19,0.00616686680824774,-1.4355404242111314,1,calm
2030-11-20,0.014244153506925095,-0.9498063721553887,1,calm
2030-11-21,0.013099405723504987,-0.4628257119354495,1,calm
2030-11-22,0.027070053043204645,-0.4753876156279839,1,calm
2030-11-25,0.027068363070659185,0.411137221593885,1,calm
2030-11-26,0.034362642657566944,0.495319646742467,1,calm
2030-11-27,0.03609547468091279,1.0406903599958763,1,calm
2030-11-28,0.03764757836971677,1.2290783690575489,1,calm
2030-11-29,0.025369158046268048,1.3771280864714515,1,calm
2030-12-02,0.016809001251262945,0.5416332935638314,1,calm
2030-12-03,0.014427991887083547,-0.03463162039972834,1,calm
2030-12-04,0.022243332480891276,-0.17939599412053445,1,calm
2030-12-05,0.02437510606830573,0.46322219957303823,1,calm
2030-12-06,0.021875224911047653,0.634487991096879,1,calm
2030-12-09,0.025982974053272212,0.43033950343662775,1,calm
2030-12-10,0.03321371196225531,0.8092922925700805,1,calm
2030-12-11,0.032606739474616564,1.3784671629375087,1,calm
2030-12-12,0.03358498695924039,1.2804282290419482,1,calm
2030-12-13,0.03358628405364561,1.3088343744451083,1,calm
2030-12-16,0.03251290994652045,1.2414445563465586,1,calm
2030-12-17,0.026228632348388903,1.087710739793021,1,calm
2030-12-18,0.019574092893278827,0.5850993921701965,1,calm
2030-12-19,0.02368900781041372,0.05165959959132264,1,calm
2031-06-18,-0.023355184336760537,-1.4383298948052856,2,high_volatility
2031-06-19,-0.009400592311422873,-1.8168022420609073,2,high_volatility
2031-06-20,0.018592093896241835,-0.6705642784400931,2,high_volatility
2031-06-23,0.016662910337410963,1.7419456178209443,2,high_volatility
2031-06-24,0.02831765283996157,1.4679747954664804,2,high_volatility
2031-06-25,0.029937024010277646,2.194424768167698,2,high_volatility
2031-06-26,0.028590358129333637,2.0679367702852636,2,high_volatility
2031-06-27,0.02177637058610893,1.7925192348396277,2,high_volatility
2031-06-30,0.021534393819201192,1.2569080743436614,2,high_volatility
2031-07-01,0.031608853447774976,1.1992035864015484,2,high_volatility
2031-07-02,0.0428400773743669,1.764683771615956,2,high_volatility
2031-07-03,0.023096833247040482,2.2743134796955404,2,high_volatility
2031-07-04,0.015044788099747741,1.0329604589211332,2,high_volatility
2031-07-07,-0.0012812667064698857,0.5376155372396586,2,high_volatility
2031-07-08,-0.00036180265265928213,-0.4270906141348073,2,high_volatility
2031-07-09,-0.005471820292161755,-0.40872978827226913,2,high_volatility
2031-07-10,-3.196807758820697e-05,-0.743568776337555,2,high_volatility
2031-07-11,0.006394612900481711,-0.38829908930047186,2,high_volatility
2031-07-14,-0.026212048180897618,-0.0186409809737806,2,high_volatility
2031-07-15,-0.05936836678430302,-1.8647945175457086,2,high_volatility
2031-07-16,-0.058316377395458474,-3.066801023102677,2,high_volatility
2031-07-17,-0.038851887351961434,-2.562026870286804,2,high_volatility
2031-07-18,-0.04582014021840264,-1.6030985119991075,2,high_volatility
2031-07-21,-0.05309313700926843,-1.7217484308971591,2,high_volatility
2031-07-22,-0.03683440900234958,-1.8333951544873868,2,high_volatility
2031-07-23,-0.023648196795830856,-1.1665114317816556,2,high_volatility
2031-07-24,-0.03790585321833673,-0.6855790833770642,2,high_volatility
2031-07-25,-0.026356806605393412,-1.1257749148877456,2,high_volatility
2031-07-28,-0.03759204061037824,-0.6962561986502736,2,high_volatility
2031-07-29,-0.04515884345837362,-1.0167784658765489,2,high_volatility
2031-07-30,-0.05905511318625223,-1.2129008452836494,2,high_volatility
2031-07-31,-0.07713277788354844,-1.5657147741460362,2,high_volatility
2031-08-01,-0.07400507907085085,-1.9272882172913612,2,high_volatility
2031-08-04,-0.09391819763129039,-1.6804188862349967,2,high_volatility
2031-08-05,-0.08987709124696508,-2.0126194875281094,2,high_volatility
2031-08-06,-0.08639315850673679,-1.7496601446343212,2,high_volatility
2031-08-07,-0.08717509780198762,-1.5431491729779967,2,high_volatility
2031-08-08,-0.09262408534358846,-1.4599530014552848,2,high_volatility
2031-08-11,-0.16599780312718604,-1.488960432103345,2,high_volatility
2031-08-12,-0.15598488469409721,-2.8162706066099226,2,high_volatility
2031-08-13,-0.1543760404825627,-2.3187226351873633,2,high_volatility
2031-08-14,-0.16882980606767983,-2.1080694919276555,2,high_volatility
2031-08-15,-0.19042404661688517,-2.177111968396443,2,high_volatility
2031-08-18,-0.18351436862277248,-2.3187622602933726,2,high_volatility
2031-08-19,-0.13680419786221654,-1.981535066519524,2,high_volatility
2031-08-20,-0.11214550836865111,-1.07784695271943,2,high_volatility
2031-08-21,-0.1124416963450865,-0.5843497954284208,2,high_volatility
2031-08-22,-0.10943750823551923,-0.5389541777732403,2,high_volatility
2031-08-25,-0.1137549998988705,-0.4295878054490508,2,high_volatility
2031-08-26,-0.135547415195711,-0.46837637239505053,2,high_volatility
2031-08-27,-0.13737574879035774,-0.8580164171379961,2,high_volatility
2031-08-28,-0.1347633848255847,-0.8387406754918869,2,high_volatility
2031-08-29,-0.1295397821574702,-0.7313241027615329,2,high_volatility
2031-09-01,-0.1082384503124425,-0.5751243137814851,2,high_volatility
2031-09-02,-0.0986193768497281,-0.09256984438978012,2,high_volatility
2031-09-03,-0.07761384610512989,0.16207624200074672,2,high_volatility
2031-09-04,-0.06667965576110513,0.7014923142859183,2,high_volatility
2031-09-05,-0.05739560233746621,1.008044191138431,2,high_volatility
2031-09-08,-0.04547410736798785,1.3090726382049624,2,high_volatility
2031-09-09,-0.05687565693683139,1.6321741244775434,2,high_volatility
2031-09-10,-0.042806777850664446,1.374166407841879,2,high_volatility
2031-09-11,-0.04617103858844507,1.6861918311412583,2,high_volatility
