Date,asset_a_price,asset_b_price,alpha,hedge_ratio,spread,contemporaneous_zscore_for_outcomes,signal_zscore,abs_zscore,spread_change_lagged,spread_volatility,rolling_corr,spread_drawdown,half_life,deviation_persistence,regime_stress_proxy,asset_a,asset_b
2018-06-28,88.94451141357422,57.239479064941406,2.050526017837369,0.6100307486891562,-0.031456508038618214,-0.273523530172262,0.022133841447253024,0.022133841447253024,0.006669620074785332,0.00951031056145152,0.6357659132711609,-0.03742278782346231,13.402606593326656,0.0,0.595854523038989,CVX,XOM
2018-06-29,89.48954010009766,57.77020263671875,2.050526017837369,0.6100307486891562,-0.030977602641605984,-0.1746388296256633,-0.273523530172262,0.273523530172262,-0.004640078274422255,0.00950218370686527,0.6338515920244809,-0.042062866097884566,13.260061481158578,0.0,0.6141826923076923,CVX,XOM
2018-07-02,87.94649505615234,57.09284210205078,2.050526017837369,0.6100307486891562,-0.041175806026804374,-0.9472640243104249,-0.1746388296256633,0.1746388296256633,0.00047890539701223034,0.009308989730968822,0.6262172556440013,-0.041583960700872336,13.28435281698559,0.0,0.6051282051282051,CVX,XOM
2018-07-03,88.28624725341797,57.42803192138672,2.050526017837369,0.6100307486891562,-0.040891073689026225,-0.8820586964397035,-0.9472640243104249,0.9472640243104249,-0.01019820338519839,0.009486061772847791,0.621321188140352,-0.051782164086070726,13.086834204116766,0.0,0.6460834762721555,CVX,XOM
2018-07-05,87.7553939819336,57.47691345214844,2.050526017837369,0.6100307486891562,-0.04744111304773435,-1.411779044579843,-0.8820586964397035,0.8820586964397035,0.00028473233777814855,0.00940133412401149,0.6260614562109389,-0.05149743174829258,12.870939572079912,0.0,0.6104059143534663,CVX,XOM
2018-07-06,87.86863708496094,57.490867614746094,2.050526017837369,0.6100307486891562,-0.04629958899584752,-1.2654607265659448,-1.411779044579843,1.411779044579843,-0.006550039358708126,0.009448597858363163,0.5988867668799626,-0.0580474711070007,12.514837412810913,1.0,0.673202614379085,CVX,XOM
2018-07-09,89.17811584472656,57.8889045715332,2.050526017837369,0.6100307486891562,-0.03571583931075617,-0.1374720236877649,-1.2654607265659448,1.2654607265659448,0.001141524051886833,0.00794486390775759,0.5984404011627541,-0.05690594705511387,12.867811467861127,2.0,0.5386251828214333,CVX,XOM
2018-07-10,90.31060028076172,58.41960525512695,2.050526017837369,0.6100307486891562,-0.028663689009840176,0.6125935363604001,-0.1374720236877649,0.1374720236877649,0.010583749685091348,0.008072310758385166,0.5996364365671026,-0.04632219737002252,13.074768454291812,0.0,0.535064935064935,CVX,XOM
2018-07-11,87.42979431152344,57.67242431640625,2.050526017837369,0.6100307486891562,-0.05322985453284401,-1.9007641606958596,0.6125935363604001,0.6125935363604001,0.007052150300915994,0.007735145084441007,0.6018138426588583,-0.03927004706910653,13.311564496542747,0.0,0.47576449689125744,CVX,XOM
2018-07-12,87.95356750488281,57.74225997924805,2.050526017837369,0.6100307486891562,-0.04799518254837576,-1.2724268497245756,-1.9007641606958596,1.9007641606958596,-0.024566165523003836,0.009368379003687963,0.6083661547078087,-0.06383621259211036,12.400845818023337,1.0,0.6185515873015872,CVX,XOM
