Date,accept_signal,signal_direction,realized_holding_days,realized_gross_return,realized_net_return,label_exit_reason
2018-07-12,0,1.0,10,-0.013827090829079403,-0.015027090829079402,horizon
2018-07-16,0,1.0,10,0.04425142300431428,0.04305142300431428,horizon
2018-07-17,0,1.0,10,0.041097760917890636,0.039897760917890636,horizon
2018-07-18,0,1.0,10,0.04499880020926028,0.04379880020926028,horizon
2018-07-19,0,1.0,10,0.03285600399702959,0.03165600399702959,horizon
2018-07-20,0,1.0,10,0.023513349662068972,0.022313349662068972,horizon
2018-07-24,0,1.0,10,0.02360445710881587,0.02240445710881587,horizon
2018-07-31,1,-1.0,7,0.021094984774725933,0.019894984774725934,convergence
2018-09-06,0,1.0,10,0.0035247536267286605,0.002324753626728661,horizon
2018-09-07,0,1.0,10,0.0310124218950949,0.0298124218950949,horizon
2018-09-10,1,1.0,10,0.033232935606778646,0.03203293560677865,convergence
2018-09-11,1,1.0,9,0.03705292821105077,0.03585292821105077,convergence
2018-09-12,1,1.0,8,0.03236515020187758,0.03116515020187758,convergence
2018-09-13,1,1.0,7,0.021997222103449232,0.020797222103449232,convergence
2018-10-10,1,-1.0,1,0.013156916755318271,0.011956916755318271,convergence
2018-10-24,0,1.0,10,0.051225917987621106,0.050025917987621106,horizon
2018-10-25,0,1.0,10,0.041475428650624924,0.040275428650624924,horizon
2018-10-26,0,1.0,10,0.03722362117409039,0.036023621174090394,horizon
2018-10-30,1,1.0,9,0.04309362858323951,0.04189362858323951,convergence
2018-10-31,1,1.0,8,0.042832188437611496,0.041632188437611496,convergence
2018-11-01,1,1.0,7,0.054673527787926,0.053473527787926,convergence
2018-11-02,1,1.0,6,0.03275608204802616,0.03155608204802616,convergence
2018-11-19,0,-1.0,10,0.020038236632158757,0.018838236632158757,horizon
2018-11-20,0,-1.0,10,0.01278990680906178,0.01158990680906178,horizon
2018-11-23,0,-1.0,10,-0.0033004971883485723,-0.004500497188348572,horizon
2018-12-20,1,1.0,3,0.02260828152181249,0.02140828152181249,convergence
2018-12-21,1,1.0,2,0.0254198189479804,0.0242198189479804,convergence
2018-12-24,1,1.0,1,0.03297394780211027,0.03177394780211027,convergence
2018-12-26,0,1.0,10,0.025317938658350414,0.024117938658350414,horizon
2019-01-25,0,-1.0,10,-0.01212466006412205,-0.01332466006412205,horizon
2019-02-05,1,-1.0,9,0.01909897079571543,0.01789897079571543,convergence
2019-02-06,1,-1.0,8,0.016733631939902516,0.015533631939902516,convergence
2019-02-07,1,-1.0,7,0.015970281398745456,0.014770281398745456,convergence
2019-02-08,1,-1.0,6,0.009466960682048775,0.008266960682048775,convergence
2019-03-07,0,-1.0,10,-0.019361154817883808,-0.020561154817883807,horizon
2019-03-12,1,-1.0,8,0.010208246565400092,0.009008246565400092,convergence
2019-03-13,1,-1.0,7,0.011013703257848562,0.009813703257848562,convergence
2019-03-14,1,-1.0,6,0.012496210862699364,0.011296210862699364,convergence
2019-03-15,1,-1.0,5,0.02038161994410803,0.019181619944108032,convergence
2019-03-18,1,-1.0,4,0.017882234722207624,0.016682234722207624,convergence
2019-03-19,1,-1.0,3,0.01468631513829921,0.013486315138299211,convergence
2019-04-15,0,1.0,10,0.0021392874790948646,0.0009392874790948647,horizon
2019-04-16,0,1.0,10,-0.008811728267890562,-0.010011728267890561,horizon
