scenario_id,regime,spread_std,spread_max_abs_deviation,spread_autocorrelation_1,baseline_cumulative_net_pnl,baseline_sharpe,baseline_max_drawdown,ml_cumulative_net_pnl,ml_sharpe,ml_max_drawdown,ml_minus_baseline_pnl
1,calm,0.03784903737551615,0.10342750402347595,0.9631025900322676,-0.014045772724197169,-0.2220223212459092,-0.09392654400255032,-0.08863887251581036,-1.6325362254091644,-0.10091139280970743,-0.07459309979161319
2,high_volatility,0.10157179623872606,0.2171796438966767,0.9574166522146412,-0.005416297314403337,-0.026255560377666673,-0.3664498062120329,-0.11256092338466102,-0.7851760700985478,-0.3049313507719445,-0.10714462607025768
3,jump,0.13384125851322567,0.3801535106621679,0.9316746710788514,0.3359252422719052,0.960825073137766,-0.24820964959187775,0.24123739161690783,0.737420996521197,-0.24820964959187775,-0.09468785065499735
4,weak_mean_reversion,0.06914872061627338,0.12990395715010875,0.9686069233599938,-0.21711171152562586,-1.885490541062478,-0.32555928087371205,-0.22472666558915372,-1.9929934262464173,-0.32555928087371205,-0.007614954063527857
5,stress,0.3849787537901486,0.6664021164953065,0.9717449482828724,-0.23584919055812154,-0.48634636532821046,-0.767418426010716,0.19460849055644439,0.7144347436894676,-0.29834221033992325,0.43045768111456595
6,calm,0.028270993847751173,0.07344498678302908,0.9227337482025778,0.013964348732889414,0.2537495824836992,-0.06943643247579226,0.02232819211269801,0.517557763376319,-0.04083829145155255,0.008363843379808597
7,high_volatility,0.05601383298449036,0.15242016706607023,0.896035127398877,0.34268940709668694,2.709140953225095,-0.09326991321679726,0.2539972966962603,2.7139001297375267,-0.06806791932759693,-0.08869211040042663
8,jump,0.11575721417222912,0.21880564004569059,0.9733121935616813,0.020499498992958182,0.21439762866532477,-0.10810296332449335,0.0305262156995869,0.3201000550530221,-0.10810296332449335,0.010026716706628719
9,weak_mean_reversion,0.08772806911596982,0.15102258239129285,0.9718794436410955,0.21387757964616258,1.4249574750526437,-0.10160073583142315,0.16039347767927828,1.2903581585172033,-0.08117527130432904,-0.0534841019668843
10,stress,0.2968377244115247,0.7374659681853817,0.9678511771767526,-0.6487602225976147,-1.943629609740772,-0.6596458876634699,-0.4486314212455177,-1.76599067168289,-0.5206910287259545,0.20012880135209699
11,calm,0.028723194963177184,0.06610220761842657,0.9319834341813644,0.19487251262462701,2.9861098580147214,-0.033216620840904376,0.19487251262462701,2.9861098580147214,-0.033216620840904376,0.0
12,high_volatility,0.09765248726908747,0.3009702201271361,0.9458748388181807,0.30378311289537613,2.199210782827715,-0.08175657694769234,0.20054267421983477,2.0471637619529353,-0.07119193718067063,-0.10324043867554136
13,jump,0.19085234690904715,0.35068289877207537,0.9041411852939761,0.5928315560963332,1.0527611518188633,-0.49652828721867825,0.4662383871213805,1.5048452255852554,-0.11168848871290527,-0.1265931689749527
14,weak_mean_reversion,0.07292932468571699,0.16697488555956516,0.9791733121400563,0.10162309172155569,0.9616468484208248,-0.18476064258630137,0.04857947161115972,0.5201970980240459,-0.13245481816465812,-0.05304362011039597
15,stress,0.3002946593789507,0.4947910165857068,0.9796406557341076,-0.6915806086336751,-1.8005164640012357,-0.8668704411758477,-0.7175358831682279,-1.8691837800083233,-0.8928257157104005,-0.02595527453455282
16,calm,0.030144890531801614,0.0863583122223151,0.9332100840783295,0.037173653771227146,0.5195105216382854,-0.07647032295571847,0.037173653771227146,0.5195105216382854,-0.07647032295571847,0.0
