fold,asset_a,asset_b,abs_return_corr,return_corr,alpha,hedge_ratio,eg_stat,eg_pvalue,residual_adf_stat,residual_adf_pvalue,residual_adf_lag,asset_a_level_adf_pvalue,asset_a_diff_adf_pvalue,asset_b_level_adf_pvalue,asset_b_diff_adf_pvalue,asset_a_plausibly_i1,asset_b_plausibly_i1,estimated_half_life_days,eg_fdr_pvalue,eg_fdr_reject,passes_corr,passes_eg,passes_residual_adf,passes_i1,passes_all,screen_score
1,CVX,XOM,0.8410113854020985,0.8410113854020985,2.2666185436664428,0.5491981685104474,-4.154838724022075,0.004266003419905432,-4.154838724022055,3.948721547912593e-05,7,0.10464010366810766,3.829844000703421e-15,0.4225852984741606,9.224368601555127e-10,True,True,12.444421182254368,0.19197015389574443,False,True,True,True,True,False,0.6589682299677356
1,AAPL,QQQ,0.863651572728898,0.863651572728898,-5.458267694442064,1.81424010329145,-3.307817426880507,0.053670403943611035,-3.307817426880588,0.0009531452570759001,9,0.7461051166059084,5.723409759309854e-13,0.5790247913914632,3.6952898983284105e-14,True,True,24.904257987139882,0.3450240253517852,False,True,True,True,True,False,0.5109111562005484
1,BAC,SPY,0.7947507419400538,0.7947507419400538,2.387013659926221,0.14096774652871935,-3.0384511499396143,0.10134609454420246,-3.038451149939694,0.00235235738642869,10,0.058169683300575356,8.537988428963382e-11,0.06415340938249468,3.4382324055921406e-12,True,True,31.86339956251007,0.357899506204695,False,True,False,True,True,False,0.3682764229762589
1,CVX,SPY,0.7311753523697011,0.7311753523697011,7.166198782625787,-0.49985087343328455,-3.2530397094151557,0.06149655327110659,-3.2530397094151877,0.0011505807952675474,7,0.10464010366810766,3.829844000703421e-15,0.06415340938249468,3.4382324055921406e-12,True,True,27.85929507304058,0.3459181121499746,False,True,True,True,True,False,0.34857685183524934
1,BAC,XOM,0.7171262732208635,0.7171262732208635,2.1468846409483304,0.2669027469433377,-2.928410682804751,0.12821783490724808,-2.928410682804758,0.003346811895891642,9,0.058169683300575356,8.537988428963382e-11,0.4225852984741606,9.224368601555127e-10,True,True,26.302748220549407,0.3606126606766352,False,True,False,True,True,False,0.34524563043320045
1,AAPL,SPY,0.7944067697908797,0.7944067697908797,-12.907396317479929,3.0408279904536,-3.165746859014654,0.07584528673128506,-3.165746859014655,0.0015457610315283304,9,0.7461051166059084,5.723409759309854e-13,0.06415340938249468,3.4382324055921406e-12,True,True,34.58406820074558,0.357899506204695,False,True,True,True,True,False,0.34088708371570975
1,QQQ,SPY,0.9332410927090782,0.9332410927090782,-4.294181280704067,1.709844554008374,-2.449019775417958,0.30200331729559776,-2.449019775418054,0.013829282057602766,13,0.5790247913914632,3.6952898983284105e-14,0.06415340938249468,3.4382324055921406e-12,True,True,46.30318467648787,0.4686258371828241,False,True,False,True,True,False,0.32685563837783166
1,BAC,CVX,0.7183697249479187,0.7183697249479187,0.8868002562394687,0.5221950739750818,-2.606128699368098,0.23436766334409198,-2.6061286993681274,0.008875865677859692,8,0.058169683300575356,8.537988428963382e-11,0.10464010366810766,3.829844000703421e-15,True,True,29.889379243403095,0.4394393687701725,False,True,False,True,True,False,0.28586894874726404
1,CVX,QQQ,0.5617876477579721,0.5617876477579721,6.900964581542162,-0.4812229524796358,-3.8660595770256054,0.011041970277700675,-3.8660595770256063,0.00012351968213045048,9,0.10464010366810766,3.829844000703421e-15,0.5790247913914632,3.6952898983284105e-14,True,True,20.68977003607851,0.24844433124826518,False,True,True,True,True,False,0.28033194408628137
1,JPM,SPY,0.7952410743925836,0.7952410743925836,2.029028400618304,0.4441690392418603,-2.4136584297869956,0.31841359627741683,-2.4136584297869903,0.015235516226970962,9,0.18481304754941574,1.8037682683388589e-10,0.06415340938249468,3.4382324055921406e-12,True,True,37.769898184911725,0.47762039441612525,False,True,False,True,True,False,0.2712088709732346
1,BAC,QQQ,0.6292719895774216,0.6292719895774216,3.70872416790131,-0.10216094026842401,-3.437626936100975,0.03833982752602676,-3.4376269361009704,0.0006046439804022613,10,0.058169683300575356,8.537988428963382e-11,0.5790247913914632,3.6952898983284105e-14,True,True,25.744538881125436,0.3450240253517852,False,True,True,True,True,False,0.2681984643645512
1,SPY,XOM,0.7033330297424587,0.7033330297424587,6.4746435945496605,-0.2334015011384308,-2.9398069740729476,0.12521559452348274,-2.9398069740729857,0.003228268601353783,9,0.06415340938249468,3.4382324055921406e-12,0.4225852984741606,9.224368601555127e-10,True,True,33.717320336395424,0.3606126606766352,False,True,False,True,True,False,0.25733037445524315
1,KO,PEP,0.7387290685830986,0.7387290685830986,0.5076079311443825,0.6864431887428722,-2.454442442294429,0.2995221318858692,-2.4544424422944733,0.013624102437488213,12,0.2437862080602612,1.091677733972705e-13,0.009897483014973103,8.027758108657776e-13,True,False,35.50325620843798,0.4686258371828241,False,True,False,True,False,False,0.24038393485637388
1,JPM,XOM,0.7149952793863161,0.7149952793863161,4.057887358026086,0.11659223165692997,-2.5190908286369695,0.2707149297930116,-2.5190908286369815,0.011377688108201073,9,0.18481304754941574,1.8037682683388589e-10,0.4225852984741606,9.224368601555127e-10,True,True,34.16133107185642,0.45119154965501934,False,True,False,True,True,False,0.23574896614960594
1,BAC,MSFT,0.5744971756541434,0.5744971756541434,3.666559787085647,-0.10193128604082285,-3.457090863954486,0.03639351278403305,-3.457090863954476,0.0005641497619916555,10,0.058169683300575356,8.537988428963382e-11,0.06806762429290099,9.467950393796875e-16,True,True,24.367703792241784,0.3450240253517852,False,True,True,True,True,False,0.22720010017379166
1,JPM,KO,0.6159765720391976,0.6159765720391976,2.2714909054914454,0.609555356088787,-2.719957509552731,0.1924830025894692,-2.7199575095527275,0.006352151124306258,9,0.18481304754941574,1.8037682683388589e-10,0.2437862080602612,1.091677733972705e-13,True,True,28.66719272800539,0.39371523256936886,False,True,False,True,True,False,0.20991964476347186
1,CVX,MSFT,0.5206475395664298,0.5206475395664298,5.9098811448870325,-0.3164081573107457,-3.5668401660126934,0.026912524515438664,-3.5668401660126845,0.00037966515799392735,9,0.10464010366810766,3.829844000703421e-15,0.06806762429290099,9.467950393796875e-16,True,True,21.763293876554442,0.3450240253517852,False,True,True,True,True,False,0.19943146016375105
1,JPM,QQQ,0.616678835067187,0.616678835067187,4.047414989413375,0.08752740348616744,-2.7580024805784262,0.1794136461222628,-2.758002480578391,0.005666300217237495,9,0.18481304754941574,1.8037682683388589e-10,0.5790247913914632,3.6952898983284105e-14,True,True,31.750269441216158,0.3921899367364404,False,True,False,True,True,False,0.18038589959064577
1,BAC,JPM,0.9397983646964191,0.9397983646964191,-1.1048947344995184,0.9493774914312689,-1.8579031646727067,0.6011946264427902,-1.8579031646724002,0.06019452236531727,2,0.058169683300575356,8.537988428963382e-11,0.18481304754941574,1.8037682683388589e-10,True,True,53.30291779371394,0.7448800278659595,False,True,False,True,True,False,0.17126627392642835
