date,asset_a,asset_b,hedge_ratio,spread,zscore,spread_change,spread_volatility,rolling_corr,spread_drawdown,half_life,abs_zscore,deviation_persistence,regime_stress_proxy,position,trade,pnl,cum_pnl
2021-03-26,118.155,163.9513,0.6138084787876374,1.641838365984989,0.8463568255053106,-0.009393296785480842,0.006208782463279196,0.7343996753565806,-0.009393296785480842,18.110817597922296,0.8463568255053106,0.4,0.9229329004329004,0.0,0.0,0.0,0.0
2021-03-29,117.8617,163.1597,0.6138084787876374,1.6423237538466622,0.8366980482055872,0.00048538786167329206,0.006204640170876639,0.7317977556264198,-0.00890790892380755,11.577587064210771,0.8366980482055872,0.4,0.9264813311688311,0.0,0.0,-0.0,0.0
2021-03-30,117.5231,161.2892,0.6138084787876374,1.6465242479259783,1.1802381692258426,0.004200494079316108,0.006276093424436465,0.7312719242076291,-0.004707414844491442,11.781176942779599,1.1802381692258426,0.5,0.9386525974025974,0.0,0.0,-0.0,0.0
2021-03-31,117.1256,160.7518,0.6138084787876374,1.645184766334348,0.9814018491530598,-0.0013394815916303315,0.00627230288963699,0.7185546580454413,-0.006046896436121774,15.64981750464586,0.9814018491530598,0.5,0.9538906926406926,0.0,0.0,0.0,0.0
2021-04-01,117.4126,160.2917,0.6138084787876374,1.6493914771694307,1.3010364417859788,0.004206710835082728,0.0063442284452607965,0.6927641391512104,-0.001840185601039046,12.957154758105617,1.3010364417859788,0.5,0.9803977272727273,0.0,0.0,-0.0,0.0
2021-04-02,117.341,161.0242,0.6138084787876374,1.6459828873661846,0.9183464567801496,-0.003408589803246098,0.00629107708951686,0.6888680140416543,-0.005248775404285144,15.16366066340578,0.9183464567801496,0.4,0.9817086038961039,0.0,0.0,0.0,0.0
2021-04-05,116.7601,159.3503,0.6138084787876374,1.6474342035711698,0.9893392301693431,0.0014513162049851758,0.006255037845490663,0.7003138909752238,-0.0037974591992999684,11.233808989865445,0.9893392301693431,0.4,0.9598674242424242,0.0,0.0,-0.0,0.0
2021-04-06,116.1806,158.7935,0.6138084787876374,1.6446071965159272,0.6712419463432128,-0.0028270070552425253,0.005960164327736999,0.6912015078199786,-0.006624466254542494,11.357648999218545,0.6712419463432128,0.4,0.9409564393939394,0.0,0.0,0.0,0.0
2021-04-07,117.7535,159.904,0.6138084787876374,1.653777132951773,1.430702319035261,0.009169936435845738,0.006142033556632383,0.6966198566500751,0.0,11.950902801648569,1.430702319035261,0.4,0.9555032467532467,0.0,0.0,-0.0,0.0
2021-04-08,117.5014,162.059,0.6138084787876374,1.6434169743577507,0.4642307555623561,-0.010360158594022284,0.0064802101702600735,0.6699732194666739,-0.010360158594022284,10.773979706531568,0.4642307555623561,0.3,0.997674512987013,0.0,0.0,0.0,0.0
2021-04-09,116.062,160.4988,0.6138084787876374,1.6370292405939693,-0.10025102643592944,-0.0063877337637814335,0.0064243063204484875,0.680333601636071,-0.016747892357803718,7.90028740783954,0.10025102643592944,0.3,0.9896834415584416,0.0,0.0,0.0,0.0
2021-04-12,115.0379,158.9016,0.6138084787876374,1.634305245772293,-0.31855846832606816,-0.002723994821676179,0.006454596310220973,0.6893706637098622,-0.019471887179479896,7.210546682424151,0.31855846832606816,0.3,0.9918452380952381,0.0,0.0,0.0,0.0
2021-04-13,114.2751,157.5392,0.6138084787876374,1.6329377041199185,-0.4056341035624784,-0.0013675416523746264,0.006340700608825141,0.6928020178648392,-0.020839428831854523,6.920243693094627,0.4056341035624784,0.2,0.9780952380952381,0.0,0.0,0.0,0.0
2021-04-14,115.0302,158.0856,0.6138084787876374,1.6373984923518443,0.04728776014379611,0.004460788231925861,0.006395962760346234,0.6926989980764097,-0.016378640599928662,6.364159013076038,0.04728776014379611,0.2,0.9827029220779221,0.0,0.0,-0.0,0.0
2021-04-15,114.6095,156.7727,0.6138084787876374,1.6388534495573248,0.21482953711910044,0.0014549572054805004,0.005972259854785116,0.6940764641403279,-0.014923683394448162,6.5727716616888525,0.21482953711910044,0.1,0.9386904761904762,0.0,0.0,-0.0,0.0
2021-04-16,114.4049,155.746,0.6138084787876374,1.6410996969060232,0.43611016883766185,0.0022462473486983825,0.005917026621082687,0.6930705069460028,-0.01267743604574978,6.103752303113969,0.43611016883766185,0.1,0.9274553571428572,0.0,0.0,-0.0,0.0
2021-04-19,115.3266,158.628,0.6138084787876374,1.637869488479704,0.12310597296884905,-0.003230208426319159,0.005786108812979142,0.6991717876019599,-0.015907644472068938,6.7979308950688,0.12310597296884905,0.1,0.8849526515151515,0.0,0.0,0.0,0.0
2021-04-20,115.0632,157.7309,0.6138084787876374,1.6390640948012734,0.21283370336624327,0.0011946063215693137,0.005413034872624358,0.6982961723546266,-0.014713038150499624,6.24704555099715,0.21283370336624327,0.1,0.7650487012987013,0.0,0.0,-0.0,0.0
2021-04-21,115.1656,155.8712,0.6138084787876374,1.647233653439688,0.9655835116822709,0.008169558638414731,0.005340449214106237,0.7057752546319723,-0.006543479512084893,7.915926453446762,0.9655835116822709,0.0,0.7421875,0.0,0.0,-0.0,0.0
2021-04-22,115.0247,154.5895,0.6138084787876374,1.651077547889492,1.2461281257316301,0.0038438944498038197,0.0051772466351009,0.7102937142714558,-0.0026995850622810735,7.678215980871839,1.2461281257316301,0.1,0.6966991341991341,0.0,0.0,-0.0,0.0
2021-04-23,115.718,156.4175,0.6138084787876374,1.6498712326233527,1.0627959665363205,-0.0012063152661392351,0.004697534537909188,0.7135233319270041,-0.0039059003284203087,8.103848870152227,1.0627959665363205,0.2,0.4675879329004329,0.0,0.0,0.0,0.0
2021-04-26,114.6287,154.6669,0.6138084787876374,1.647321623974471,0.7619865662227322,-0.0025496086488816516,0.004743483612611157,0.7230929684618937,-0.00645550897730196,6.939357914921124,0.7619865662227322,0.2,0.4857142857142857,0.0,0.0,0.0,0.0
2021-04-27,114.897,154.915,0.6138084787876374,1.6486756729359437,0.8442346015139598,0.0013540489614727313,0.004660691730740382,0.7146931449854111,-0.005101460015829229,6.556996685088646,0.8442346015139598,0.2,0.4437229437229437,0.0,0.0,-0.0,0.0
2021-04-28,114.9458,156.0744,0.6138084787876374,1.6445236093667321,0.3628315366149678,-0.004152063569211606,0.004748262268125519,0.712342072150736,-0.009253523585040835,5.84206270906496,0.3628315366149678,0.2,0.4954477813852814,0.0,0.0,0.0,0.0
2021-04-29,114.4926,154.7175,0.6138084787876374,1.6459328293574886,0.48073714310830523,0.001409219990756494,0.0046571231570345945,0.7134321197198765,-0.007844303594284341,4.895427733959045,0.48073714310830523,0.2,0.4414691558441558,0.0,0.0,-0.0,0.0
2021-04-30,115.3998,156.5734,0.6138084787876374,1.6465061836844859,0.5319328273691923,0.000573354326997233,0.004596232993704724,0.7162034758767081,-0.007270949267287108,4.517643600807119,0.5319328273691923,0.2,0.4032954545454545,0.0,0.0,-0.0,0.0
2021-05-03,114.1037,154.1436,0.6138084787876374,1.6448113796328485,0.18096091215592836,-0.0016948040516373553,0.004598727344796702,0.7313838747437335,-0.008965753318924463,4.699606343652771,0.18096091215592836,0.2,0.3975892857142857,0.0,0.0,0.0,0.0
2021-05-04,114.5239,155.2637,0.6138084787876374,1.6440430568104327,-0.02191383770720878,-0.0007683228224157901,0.004558069589680871,0.737327356748869,-0.009734076141340253,5.060631719856447,0.02191383770720878,0.2,0.36489583333333336,0.0,0.0,0.0,0.0
