date,asset_a,asset_b,hedge_ratio,spread,zscore,spread_change,spread_volatility,rolling_corr,spread_drawdown,half_life,abs_zscore,deviation_persistence,regime_stress_proxy,position,trade,pnl,cum_pnl
2021-03-26,118.155,163.9513,0.6138084787876372,1.6418383659849898,0.8463568255053404,-0.009393296785481287,0.006208782463279251,0.7343996753565806,-0.009393296785481287,18.110817597922228,0.8463568255053404,0.4,0.9229329004329004,0.0,0.0,0.0,0.0
2021-03-29,117.8617,163.1597,0.6138084787876372,1.6423237538466635,0.8366980482056644,0.00048538786167373615,0.006204640170876693,0.7317977556264198,-0.00890790892380755,11.577587064210684,0.8366980482056644,0.4,0.9264813311688311,0.0,0.0,-0.0,0.0
2021-03-30,117.5231,161.2892,0.6138084787876372,1.6465242479259796,1.180238169225941,0.004200494079316108,0.006276093424436518,0.7312719242076291,-0.004707414844491442,11.781176942779634,1.180238169225941,0.5,0.9386525974025974,0.0,0.0,-0.0,0.0
2021-03-31,117.1256,160.7518,0.6138084787876372,1.6451847663343493,0.9814018491531448,-0.0013394815916303315,0.006272302889637043,0.7185546580454413,-0.006046896436121774,15.649817504645943,0.9814018491531448,0.5,0.9538906926406926,0.0,0.0,0.0,0.0
2021-04-01,117.4126,160.2917,0.6138084787876372,1.6493914771694316,1.3010364417860416,0.0042067108350822835,0.006344228445260834,0.6927641391512104,-0.0018401856010394901,12.957154758105691,1.3010364417860416,0.5,0.9803977272727273,0.0,0.0,-0.0,0.0
2021-04-02,117.341,161.0242,0.6138084787876372,1.6459828873661855,0.9183464567802099,-0.003408589803246098,0.006291077089516917,0.6888680140416543,-0.005248775404285588,15.163660663405688,0.9183464567802099,0.4,0.9817086038961039,0.0,0.0,0.0,0.0
2021-04-05,116.7601,159.3503,0.6138084787876372,1.647434203571171,0.9893392301694083,0.0014513162049856199,0.006255037845490714,0.7003138909752238,-0.0037974591992999684,11.233808989865297,0.9893392301694083,0.4,0.9598674242424242,0.0,0.0,-0.0,0.0
2021-04-06,116.1806,158.7935,0.6138084787876372,1.6446071965159286,0.6712419463432586,-0.0028270070552425253,0.005960164327737051,0.6912015078199786,-0.006624466254542494,11.357648999218652,0.6712419463432586,0.4,0.9409564393939394,0.0,0.0,0.0,0.0
2021-04-07,117.7535,159.904,0.6138084787876372,1.6537771329517739,1.4307023190353367,0.009169936435845294,0.0061420335566324,0.6966198566500751,0.0,11.950902801648684,1.4307023190353367,0.4,0.9555032467532467,0.0,0.0,-0.0,0.0
2021-04-08,117.5014,162.059,0.6138084787876372,1.6434169743577516,0.4642307555623668,-0.010360158594022284,0.00648021017026009,0.6699732194666739,-0.010360158594022284,10.773979706531616,0.4642307555623668,0.3,0.997674512987013,0.0,0.0,0.0,0.0
2021-04-09,116.062,160.4988,0.6138084787876372,1.6370292405939706,-0.10025102643589485,-0.0063877337637809894,0.006424306320448478,0.680333601636071,-0.016747892357803273,7.900287407839487,0.10025102643589485,0.3,0.9896834415584416,0.0,0.0,0.0,0.0
2021-04-12,115.0379,158.9016,0.6138084787876372,1.6343052457722944,-0.31855846832608997,-0.002723994821676179,0.006454596310220964,0.6893706637098622,-0.019471887179479452,7.21054668242423,0.31855846832608997,0.3,0.9918452380952381,0.0,0.0,0.0,0.0
2021-04-13,114.2751,157.5392,0.6138084787876372,1.6329377041199193,-0.40563410356254903,-0.0013675416523750705,0.00634070060882516,0.6928020178648392,-0.020839428831854523,6.920243693094712,0.40563410356254903,0.2,0.9780952380952381,0.0,0.0,0.0,0.0
2021-04-14,115.0302,158.0856,0.6138084787876372,1.6373984923518456,0.0472877601437995,0.004460788231926305,0.006395962760346266,0.6926989980764097,-0.016378640599928218,6.364159013076037,0.0472877601437995,0.2,0.9827029220779221,0.0,0.0,-0.0,0.0
2021-04-15,114.6095,156.7727,0.6138084787876372,1.6388534495573257,0.21482953711909433,0.0014549572054800564,0.00597225985478511,0.6940764641403279,-0.014923683394448162,6.572771661688852,0.21482953711909433,0.1,0.9386904761904762,0.0,0.0,-0.0,0.0
2021-04-16,114.4049,155.746,0.6138084787876372,1.6410996969060245,0.4361101688377153,0.0022462473486988266,0.005917026621082669,0.6930705069460028,-0.012677436045749335,6.103752303113944,0.4361101688377153,0.1,0.9274553571428572,0.0,0.0,-0.0,0.0
